Geographic area,Indicator,Sex,TIME_PERIOD,OBS_VALUE,Unit multiplier,Unit of measure,Observation Status,Observation confidentaility,LOWER_BOUND,UPPER_BOUND,WGTD_SAMPL_SIZE,OBS_FOOTNOTE,SERIES_FOOTNOTE,DATA_SOURCE,SOURCE_LINK,CUSTODIAN,Time period activity related to when the data are collected,REF_PERIOD,COVERAGE_TIME,Current age
Belgium,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,2.2207,,%,,,,,,,,UIS,,,,,,Total
Belgium,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,2.09523,,%,,,,,,,,UIS,,,,,,Total
Belize,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,27.73354,,%,,,,,,,,UIS,,,,,,Total
Belize,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,34.78694,,%,,,,,,,,UIS,,,,,,Total
Belize,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,31.28569,,%,,,,,,,,UIS,,,,,,Total
Benin,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,68.90571,,%,,,,,,,,UIS,,,,,,Total
Benin,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,58.68436,,%,,,,,,,,UIS,,,,,,Total
Benin,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,63.73174,,%,,,,,,,,UIS,,,,,,Total
Bhutan,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2018,22.34422,,%,,,,,,,,UIS,,,,,,Total
Bhutan,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2018,32.77808,,%,,,,,,,,UIS,,,,,,Total
Bhutan,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2018,27.71668,,%,,,,,,,,UIS,,,,,,Total
Bolivia (Plurinational State of),Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,21.50324,,%,,,,,,,,UIS,,,,,,Total
Bolivia (Plurinational State of),Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,22.11464,,%,,,,,,,,UIS,,,,,,Total
Bolivia (Plurinational State of),Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,21.81521,,%,,,,,,,,UIS,,,,,,Total
Bosnia and Herzegovina,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,16.77155,,%,,,,,,,,UIS,,,,,,Total
Bosnia and Herzegovina,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,20.26935,,%,,,,,,,,UIS,,,,,,Total
Bosnia and Herzegovina,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,18.55448,,%,,,,,,,,UIS,,,,,,Total
Botswana,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2017,18.14047,,%,,,,,,,,UIS,,,,,,Total
Botswana,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2017,21.39566,,%,,,,,,,,UIS,,,,,,Total
Botswana,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2017,19.78289,,%,,,,,,,,UIS,,,,,,Total
Brazil,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,14.31466,,%,,,,,,,,UIS,,,,,,Total
Brazil,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,15.63811,,%,,,,,,,,UIS,,,,,,Total
Brazil,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,14.99522,,%,,,,,,,,UIS,,,,,,Total
British Virgin Islands,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2016,15.88785,,%,,,,,,,,UIS,,,,,,Total
British Virgin Islands,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2016,24.09091,,%,,,,,,,,UIS,,,,,,Total
British Virgin Islands,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2016,19.81567,,%,,,,,,,,UIS,,,,,,Total
Brunei Darussalam,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,13.89732,,%,,,,,,,,UIS,,,,,,Total
Brunei Darussalam,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,19.44836,,%,,,,,,,,UIS,,,,,,Total
Brunei Darussalam,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,16.74752,,%,,,,,,,,UIS,,,,,,Total
Bulgaria,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,17.75904,,%,,,,,,,,UIS,,,,,,Total
Bulgaria,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,13.61654,,%,,,,,,,,UIS,,,,,,Total
Bulgaria,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,15.62083,,%,,,,,,,,UIS,,,,,,Total
Burkina Faso,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,65.72184,,%,,,,,,,,UIS,,,,,,Total
Burkina Faso,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,68.34481,,%,,,,,,,,UIS,,,,,,Total
Burkina Faso,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,67.05887,,%,,,,,,,,UIS,,,,,,Total
Burundi,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2021,59.00851,,%,,,,,,,,UIS,,,,,,Total
Burundi,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2021,64.59746,,%,,,,,,,,UIS,,,,,,Total
Burundi,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2021,61.80563,,%,,,,,,,,UIS,,,,,,Total
Cabo Verde,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,23.95588,,%,,,,,,,,UIS,,,,,,Total
Cabo Verde,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,29.26878,,%,,,,,,,,UIS,,,,,,Total
Cabo Verde,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,26.62177,,%,,,,,,,,UIS,,,,,,Total
Cambodia,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,56.28691,,%,,,,,,,,UIS,,,,,,Total
Cambodia,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,53.84366,,%,,,,,,,,UIS,,,,,,Total
Cambodia,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,55.06271,,%,,,,,,,,UIS,,,,,,Total
Cameroon,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2015,58.44663,,%,,,,,,,,UIS,,,,,,Total
Cameroon,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2015,49.7123,,%,,,,,,,,UIS,,,,,,Total
Cameroon,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2015,54.05766,,%,,,,,,,,UIS,,,,,,Total
Canada,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,12.03281,,%,,,,,,,,UIS,,,,,,Total
Canada,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,11.72597,,%,,,,,,,,UIS,,,,,,Total
Canada,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,11.87547,,%,,,,,,,,UIS,,,,,,Total
Central African Republic,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2017,85.82162,,%,,,,,,,,UIS,,,,,,Total
Central African Republic,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2017,76.06094,,%,,,,,,,,UIS,,,,,,Total
Central African Republic,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2017,80.93191,,%,,,,,,,,UIS,,,,,,Total
Chad,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,85.14036,,%,,,,,,,,UIS,,,,,,Total
Chad,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,70.59798,,%,,,,,,,,UIS,,,,,,Total
Chad,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,77.85227,,%,,,,,,,,UIS,,,,,,Total
Chile,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,4.89784,,%,,,,,,,,UIS,,,,,,Total
Chile,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,4.52346,,%,,,,,,,,UIS,,,,,,Total
Chile,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,4.70747,,%,,,,,,,,UIS,,,,,,Total
Colombia,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,15.63901,,%,,,,,,,,UIS,,,,,,Total
Colombia,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,18.05569,,%,,,,,,,,UIS,,,,,,Total
Colombia,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,16.87307,,%,,,,,,,,UIS,,,,,,Total
Comoros,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2018,48.13952,,%,,,,,,,,UIS,,,,,,Total
Comoros,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2018,51.54992,,%,,,,,,,,UIS,,,,,,Total
Comoros,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2018,49.87252,,%,,,,,,,,UIS,,,,,,Total
Cook Islands,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,21.5736,,%,,,,,,,,UIS,,,,,,Total
Cook Islands,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,34.25,,%,,,,,,,,UIS,,,,,,Total
Cook Islands,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,27.9597,,%,,,,,,,,UIS,,,,,,Total
Costa Rica,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,7.08991,,%,,,,,,,,UIS,,,,,,Total
Costa Rica,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,9.45661,,%,,,,,,,,UIS,,,,,,Total
Costa Rica,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,8.30011,,%,,,,,,,,UIS,,,,,,Total
Croatia,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,10.02749,,%,,,,,,,,UIS,,,,,,Total
Croatia,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,14.4147,,%,,,,,,,,UIS,,,,,,Total
Croatia,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,12.28074,,%,,,,,,,,UIS,,,,,,Total
Cuba,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,12.41908,,%,,,,,,,,UIS,,,,,,Total
Cuba,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,16.47668,,%,,,,,,,,UIS,,,,,,Total
Cuba,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,14.50617,,%,,,,,,,,UIS,,,,,,Total
Cyprus,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,8.73466,,%,,,,,,,,UIS,,,,,,Total
Cyprus,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,6.11304,,%,,,,,,,,UIS,,,,,,Total
Cyprus,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,7.41599,,%,,,,,,,,UIS,,,,,,Total
Czechia,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,4.37116,,%,,,,,,,,UIS,,,,,,Total
Czechia,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,4.20299,,%,,,,,,,,UIS,,,,,,Total
Czechia,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,4.28495,,%,,,,,,,,UIS,,,,,,Total
Côte d'Ivoire,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2021,62.86243,,%,,,,,,,,UIS,,,,,,Total
Côte d'Ivoire,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2021,53.46087,,%,,,,,,,,UIS,,,,,,Total
Côte d'Ivoire,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2021,58.15967,,%,,,,,,,,UIS,,,,,,Total
Denmark,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,8.77994,,%,,,,,,,,UIS,,,,,,Total
Denmark,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,9.76807,,%,,,,,,,,UIS,,,,,,Total
Denmark,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,9.28519,,%,,,,,,,,UIS,,,,,,Total
Djibouti,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2021,53.02546,,%,,,,,,,,UIS,,,,,,Total
Djibouti,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2021,52.33914,,%,,,,,,,,UIS,,,,,,Total
Djibouti,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2021,52.64807,,%,,,,,,,,UIS,,,,,,Total
Dominica,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,27.04136,,%,,,,,,,,UIS,,,,,,Total
Dominica,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,13.89173,,%,,,,,,,,UIS,,,,,,Total
Dominica,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,20.34339,,%,,,,,,,,UIS,,,,,,Total
Dominican Republic,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,24.7814,,%,,,,,,,,UIS,,,,,,Total
Dominican Republic,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,27.81702,,%,,,,,,,,UIS,,,,,,Total
Dominican Republic,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,26.31566,,%,,,,,,,,UIS,,,,,,Total
East Asia and Pacific,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,14.51666,,%,,,,,,,,UIS,,,,,,Total
East Asia and Pacific,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,22.63152,,%,,,,,,,,UIS,,,,,,Total
East Asia and Pacific,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,18.78739,,%,,,,,,,,UIS,,,,,,Total
Eastern Europe and Central Asia,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,13.67829,,%,,,,,,,,UIS,,,,,,Total
Eastern Europe and Central Asia,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,13.21232,,%,,,,,,,,UIS,,,,,,Total
Eastern Europe and Central Asia,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,13.43924,,%,,,,,,,,UIS,,,,,,Total
Eastern and Southern Africa,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,59.74457,,%,,,,,,,,UIS,,,,,,Total
Eastern and Southern Africa,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,55.52413,,%,,,,,,,,UIS,,,,,,Total
Eastern and Southern Africa,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,57.62531,,%,,,,,,,,UIS,,,,,,Total
Ecuador,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,20.36597,,%,,,,,,,,UIS,,,,,,Total
Ecuador,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,22.25224,,%,,,,,,,,UIS,,,,,,Total
Ecuador,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,21.32748,,%,,,,,,,,UIS,,,,,,Total
Egypt,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,24.1314,,%,,,,,,,,UIS,,,,,,Total
Egypt,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,22.73528,,%,,,,,,,,UIS,,,,,,Total
Egypt,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,23.41334,,%,,,,,,,,UIS,,,,,,Total
El Salvador,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2021,40.72636,,%,,,,,,,,UIS,,,,,,Total
El Salvador,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2021,42.01525,,%,,,,,,,,UIS,,,,,,Total
El Salvador,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2021,41.3754,,%,,,,,,,,UIS,,,,,,Total
Eritrea,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2018,52.58804,,%,,,,,,,,UIS,,,,,,Total
Eritrea,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2018,44.9303,,%,,,,,,,,UIS,,,,,,Total
Eritrea,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2018,48.69667,,%,,,,,,,,UIS,,,,,,Total
Estonia,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,2.20429,,%,,,,,,,,UIS,,,,,,Total
Estonia,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,1.78811,,%,,,,,,,,UIS,,,,,,Total
Estonia,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,1.99149,,%,,,,,,,,UIS,,,,,,Total
Eswatini,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2015,18.07501,,%,,,,,,,,UIS,,,,,,Total
Eswatini,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2015,14.33211,,%,,,,,,,,UIS,,,,,,Total
Eswatini,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2015,16.18668,,%,,,,,,,,UIS,,,,,,Total
Ethiopia,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2015,75.24028,,%,,,,,,,,UIS,,,,,,Total
Ethiopia,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2015,72.80989,,%,,,,,,,,UIS,,,,,,Total
Ethiopia,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2015,74.01042,,%,,,,,,,,UIS,,,,,,Total
Europe and Central Asia,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,9.23997,,%,,,,,,,,UIS,,,,,,Total
Europe and Central Asia,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,9.18616,,%,,,,,,,,UIS,,,,,,Total
Europe and Central Asia,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,9.21234,,%,,,,,,,,UIS,,,,,,Total
Fiji,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,9.23726,,%,,,,,,,,UIS,,,,,,Total
Fiji,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,24.27176,,%,,,,,,,,UIS,,,,,,Total
Fiji,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,16.97782,,%,,,,,,,,UIS,,,,,,Total
Finland,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,4.91382,,%,,,,,,,,UIS,,,,,,Total
Finland,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,2.77248,,%,,,,,,,,UIS,,,,,,Total
Finland,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,3.81659,,%,,,,,,,,UIS,,,,,,Total
France,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,3.63803,,%,,,,,,,,UIS,,,,,,Total
France,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,4.50545,,%,,,,,,,,UIS,,,,,,Total
France,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,4.08296,,%,,,,,,,,UIS,,,,,,Total
Gabon,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,40.01954,,%,,,,,,,,UIS,,,,,,Total
Gabon,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,43.57113,,%,,,,,,,,UIS,,,,,,Total
Gabon,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,41.80676,,%,,,,,,,,UIS,,,,,,Total
Gambia,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2021,36.7911,,%,,,,,,,,UIS,,,,,,Total
Gambia,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2021,48.38994,,%,,,,,,,,UIS,,,,,,Total
Gambia,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2021,42.60082,,%,,,,,,,,UIS,,,,,,Total
Georgia,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,3.58403,,%,,,,,,,,UIS,,,,,,Total
Georgia,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,6.32259,,%,,,,,,,,UIS,,,,,,Total
Georgia,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,5.03598,,%,,,,,,,,UIS,,,,,,Total
Germany,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,15.47586,,%,,,,,,,,UIS,,,,,,Total
Germany,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2019,14.12028,,%,,,,,,,,UIS,,,,,,Total
Germany,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,14.77075,,%,,,,,,,,UIS,,,,,,Total
Ghana,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,24.65227,,%,,,,,,,,UIS,,,,,,Total
Ghana,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,25.00309,,%,,,,,,,,UIS,,,,,,Total
Ghana,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,24.83153,,%,,,,,,,,UIS,,,,,,Total
Greece,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2018,6.21379,,%,,,,,,,,UIS,,,,,,Total
Greece,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2018,3.81996,,%,,,,,,,,UIS,,,,,,Total
Greece,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2019,1.00562,,%,,,,,,,,UIS,,,,,,Total
Grenada,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2016,11.4098,,%,,,,,,,,UIS,,,,,,Total
Grenada,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2016,11.6657,,%,,,,,,,,UIS,,,,,,Total
Grenada,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2018,0.13537,,%,,,,,,,,UIS,,,,,,Total
Guatemala,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2020,64.20129,,%,,,,,,,,UIS,,,,,,Total
Guatemala,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2020,61.8744,,%,,,,,,,,UIS,,,,,,Total
Guatemala,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2020,63.0151,,%,,,,,,,,UIS,,,,,,Total
Guinea,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2016,78.44389,,%,,,,,,,,UIS,,,,,,Total
Guinea,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2016,62.97774,,%,,,,,,,,UIS,,,,,,Total
Guinea,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2016,70.63212,,%,,,,,,,,UIS,,,,,,Total
Holy See,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2022,0,,%,,,,,,,,UIS,,,,,,Total
Holy See,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2022,0,,%,,,,,,,,UIS,,,,,,Total
Holy See,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2022,0,,%,,,,,,,,UIS,,,,,,Total
Honduras,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2018,54.91741,,%,,,,,,,,UIS,,,,,,Total
Honduras,Out-of-school rate for youth of upper secondary school age (administrative data),Male,2018,60.40761,,%,,,,,,,,UIS,,,,,,Total
Honduras,Out-of-school rate for youth of upper secondary school age (administrative data),Total,2018,57.71719,,%,,,,,,,,UIS,,,,,,Total
Hungary,Out-of-school rate for youth of upper secondary school age (administrative data),Female,2019,11.36946,,%,,,,,,,,UIS,,,,,,Total
