Geographic area,Indicator,Sex,TIME_PERIOD,OBS_VALUE,Unit multiplier,Unit of measure,Observation Status,Observation confidentaility,LOWER_BOUND,UPPER_BOUND,WGTD_SAMPL_SIZE,OBS_FOOTNOTE,SERIES_FOOTNOTE,DATA_SOURCE,SOURCE_LINK,CUSTODIAN,Time period activity related to when the data are collected,REF_PERIOD,COVERAGE_TIME,Current age
Cameroon,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2016,40.39397,,%,,,,,,,,UIS,,,,,,Total
Cameroon,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2016,33.08228,,%,,,,,,,,UIS,,,,,,Total
Cameroon,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2016,36.71663,,%,,,,,,,,UIS,,,,,,Total
Canada,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2014,0.24058,,%,,,,,,,,UIS,,,,,,Total
Canada,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2014,0.33148,,%,,,,,,,,UIS,,,,,,Total
Canada,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2015,0.07248,,%,,,,,,,,UIS,,,,,,Total
Central African Republic,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2017,61.41152,,%,,,,,,,,UIS,,,,,,Total
Central African Republic,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2017,42.85513,,%,,,,,,,,UIS,,,,,,Total
Central African Republic,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2017,52.11755,,%,,,,,,,,UIS,,,,,,Total
Chad,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2019,69.53501,,%,,,,,,,,UIS,,,,,,Total
Chad,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2019,54.93513,,%,,,,,,,,UIS,,,,,,Total
Chad,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,62.22386,,%,,,,,,,,UIS,,,,,,Total
Chile,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2019,4.39624,,%,,,,,,,,UIS,,,,,,Total
Chile,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2019,3.35296,,%,,,,,,,,UIS,,,,,,Total
Chile,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,3.86558,,%,,,,,,,,UIS,,,,,,Total
Colombia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2020,0.25041,,%,,,,,,,,UIS,,,,,,Total
Colombia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2020,1.57044,,%,,,,,,,,UIS,,,,,,Total
Colombia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,0.92469,,%,,,,,,,,UIS,,,,,,Total
Comoros,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2018,18.2504,,%,,,,,,,,UIS,,,,,,Total
Comoros,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2018,20.13362,,%,,,,,,,,UIS,,,,,,Total
Comoros,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2018,19.20764,,%,,,,,,,,UIS,,,,,,Total
Cook Islands,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2016,1.23457,,%,,,,,,,,UIS,,,,,,Total
Cook Islands,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2016,0.8726,,%,,,,,,,,UIS,,,,,,Total
Cook Islands,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2017,2.93487,,%,,,,,,,,UIS,,,,,,Total
Costa Rica,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2020,3.5715,,%,,,,,,,,UIS,,,,,,Total
Costa Rica,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2020,4.12071,,%,,,,,,,,UIS,,,,,,Total
Costa Rica,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,3.8524,,%,,,,,,,,UIS,,,,,,Total
Croatia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,1.10076,,%,,,,,,,,UIS,,,,,,Total
Cuba,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2020,12.15064,,%,,,,,,,,UIS,,,,,,Total
Cuba,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2020,12.69275,,%,,,,,,,,UIS,,,,,,Total
Cuba,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,12.42943,,%,,,,,,,,UIS,,,,,,Total
Cyprus,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2016,2.24891,,%,,,,,,,,UIS,,,,,,Total
Cyprus,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2016,2.37436,,%,,,,,,,,UIS,,,,,,Total
Cyprus,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,0.64127,,%,,,,,,,,UIS,,,,,,Total
Czechia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2019,0.47337,,%,,,,,,,,UIS,,,,,,Total
Czechia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2019,0.36949,,%,,,,,,,,UIS,,,,,,Total
Czechia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,0.42009,,%,,,,,,,,UIS,,,,,,Total
Côte d'Ivoire,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2021,43.86586,,%,,,,,,,,UIS,,,,,,Total
Côte d'Ivoire,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2021,40.20135,,%,,,,,,,,UIS,,,,,,Total
Côte d'Ivoire,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2021,42.0282,,%,,,,,,,,UIS,,,,,,Total
Denmark,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2017,0.84769,,%,,,,,,,,UIS,,,,,,Total
Denmark,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2017,0.25602,,%,,,,,,,,UIS,,,,,,Total
Denmark,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,0.14474,,%,,,,,,,,UIS,,,,,,Total
Djibouti,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2021,38.88836,,%,,,,,,,,UIS,,,,,,Total
Djibouti,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2021,40.09777,,%,,,,,,,,UIS,,,,,,Total
Djibouti,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2021,39.5577,,%,,,,,,,,UIS,,,,,,Total
Dominica,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2015,1.03093,,%,,,,,,,,UIS,,,,,,Total
Dominica,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2015,2.94811,,%,,,,,,,,UIS,,,,,,Total
Dominica,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,2.77674,,%,,,,,,,,UIS,,,,,,Total
Dominican Republic,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2020,8.26328,,%,,,,,,,,UIS,,,,,,Total
Dominican Republic,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2020,9.51924,,%,,,,,,,,UIS,,,,,,Total
Dominican Republic,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,8.90031,,%,,,,,,,,UIS,,,,,,Total
East Asia and Pacific,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2020,8.30796,,%,,,,,,,,UIS,,,,,,Total
East Asia and Pacific,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2020,10.01637,,%,,,,,,,,UIS,,,,,,Total
East Asia and Pacific,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,9.2076,,%,,,,,,,,UIS,,,,,,Total
Eastern Europe and Central Asia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2020,2.43633,,%,,,,,,,,UIS,,,,,,Total
Eastern Europe and Central Asia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2020,1.96089,,%,,,,,,,,UIS,,,,,,Total
Eastern Europe and Central Asia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,2.19233,,%,,,,,,,,UIS,,,,,,Total
Eastern and Southern Africa,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2020,36.77965,,%,,,,,,,,UIS,,,,,,Total
Eastern and Southern Africa,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2020,33.94366,,%,,,,,,,,UIS,,,,,,Total
Eastern and Southern Africa,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,35.35259,,%,,,,,,,,UIS,,,,,,Total
Ecuador,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2019,2.06661,,%,,,,,,,,UIS,,,,,,Total
Ecuador,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2019,5.26648,,%,,,,,,,,UIS,,,,,,Total
Ecuador,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,1.53262,,%,,,,,,,,UIS,,,,,,Total
Egypt,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2019,1.60303,,%,,,,,,,,UIS,,,,,,Total
Egypt,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2019,3.12572,,%,,,,,,,,UIS,,,,,,Total
Egypt,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,2.38687,,%,,,,,,,,UIS,,,,,,Total
Eritrea,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2018,40.28999,,%,,,,,,,,UIS,,,,,,Total
Eritrea,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2018,32.03627,,%,,,,,,,,UIS,,,,,,Total
Eritrea,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2018,36.08021,,%,,,,,,,,UIS,,,,,,Total
Estonia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2019,1.04433,,%,,,,,,,,UIS,,,,,,Total
Estonia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2019,1.62309,,%,,,,,,,,UIS,,,,,,Total
Estonia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,1.34192,,%,,,,,,,,UIS,,,,,,Total
Eswatini,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2015,2.94646,,%,,,,,,,,UIS,,,,,,Total
Eswatini,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2015,2.57896,,%,,,,,,,,UIS,,,,,,Total
Eswatini,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2015,2.76242,,%,,,,,,,,UIS,,,,,,Total
Ethiopia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2015,49.19427,,%,,,,,,,,UIS,,,,,,Total
Ethiopia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2015,44.94866,,%,,,,,,,,UIS,,,,,,Total
Ethiopia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2015,47.04813,,%,,,,,,,,UIS,,,,,,Total
Europe and Central Asia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2020,2.11984,,%,,,,,,,,UIS,,,,,,Total
Europe and Central Asia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2020,2.01131,,%,,,,,,,,UIS,,,,,,Total
Europe and Central Asia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,2.0641,,%,,,,,,,,UIS,,,,,,Total
Fiji,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2014,0.68216,,%,,,,,,,,UIS,,,,,,Total
Finland,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2017,0.30476,,%,,,,,,,,UIS,,,,,,Total
Finland,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2017,0.63698,,%,,,,,,,,UIS,,,,,,Total
Finland,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,0.14656,,%,,,,,,,,UIS,,,,,,Total
France,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2019,0.51075,,%,,,,,,,,UIS,,,,,,Total
France,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2019,0.4155,,%,,,,,,,,UIS,,,,,,Total
France,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,0.46203,,%,,,,,,,,UIS,,,,,,Total
Gabon,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2019,28.64093,,%,,,,,,,,UIS,,,,,,Total
Gabon,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2019,31.76935,,%,,,,,,,,UIS,,,,,,Total
Gabon,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,30.21708,,%,,,,,,,,UIS,,,,,,Total
Gambia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2021,7.43394,,%,,,,,,,,UIS,,,,,,Total
Gambia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2021,21.63297,,%,,,,,,,,UIS,,,,,,Total
Gambia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2021,14.57672,,%,,,,,,,,UIS,,,,,,Total
Georgia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2020,0.5853,,%,,,,,,,,UIS,,,,,,Total
Georgia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2020,1.66651,,%,,,,,,,,UIS,,,,,,Total
Georgia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,1.15697,,%,,,,,,,,UIS,,,,,,Total
Germany,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2019,3.15616,,%,,,,,,,,UIS,,,,,,Total
Germany,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2019,5.36824,,%,,,,,,,,UIS,,,,,,Total
Germany,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,4.30337,,%,,,,,,,,UIS,,,,,,Total
Ghana,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2020,5.89727,,%,,,,,,,,UIS,,,,,,Total
Ghana,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2020,9.27129,,%,,,,,,,,UIS,,,,,,Total
Ghana,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,7.61995,,%,,,,,,,,UIS,,,,,,Total
Greece,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2019,3.72949,,%,,,,,,,,UIS,,,,,,Total
Greece,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2019,2.65105,,%,,,,,,,,UIS,,,,,,Total
Greece,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,3.17632,,%,,,,,,,,UIS,,,,,,Total
Grenada,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2014,3.19657,,%,,,,,,,,UIS,,,,,,Total
Guatemala,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2020,36.76773,,%,,,,,,,,UIS,,,,,,Total
Guatemala,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2020,32.69608,,%,,,,,,,,UIS,,,,,,Total
Guatemala,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,34.68919,,%,,,,,,,,UIS,,,,,,Total
Guinea,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2016,61.88214,,%,,,,,,,,UIS,,,,,,Total
Guinea,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2016,46.06227,,%,,,,,,,,UIS,,,,,,Total
Guinea,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2016,53.88907,,%,,,,,,,,UIS,,,,,,Total
Holy See,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2022,0,,%,,,,,,,,UIS,,,,,,Total
Holy See,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2022,0,,%,,,,,,,,UIS,,,,,,Total
Holy See,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2022,0,,%,,,,,,,,UIS,,,,,,Total
Honduras,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2018,38.24275,,%,,,,,,,,UIS,,,,,,Total
Honduras,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2018,40.69245,,%,,,,,,,,UIS,,,,,,Total
Honduras,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2018,39.49258,,%,,,,,,,,UIS,,,,,,Total
Hungary,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2019,3.19793,,%,,,,,,,,UIS,,,,,,Total
Hungary,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2019,2.77284,,%,,,,,,,,UIS,,,,,,Total
Hungary,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,2.97966,,%,,,,,,,,UIS,,,,,,Total
Iceland,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2017,0.4637,,%,,,,,,,,UIS,,,,,,Total
Iceland,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2017,0.50094,,%,,,,,,,,UIS,,,,,,Total
Iceland,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2019,0.2721,,%,,,,,,,,UIS,,,,,,Total
India,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2020,13.41546,,%,,,,,,,,UIS,,,,,,Total
India,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2020,16.66883,,%,,,,,,,,UIS,,,,,,Total
India,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2020,15.12684,,%,,,,,,,,UIS,,,,,,Total
Indonesia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Female,2018,13.53151,,%,,,,,,,,UIS,,,,,,Total
Indonesia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Male,2018,18.97771,,%,,,,,,,,UIS,,,,,,Total
Indonesia,Out-of-school rate for adolescents of lower secondary school age (administrative data),Total,2018,16.33552,,%,,,,,,,,UIS,,,,,,Total
