Geographic area,Indicator,Sex,TIME_PERIOD,OBS_VALUE,Unit multiplier,Unit of measure,Observation Status,Observation confidentaility,LOWER_BOUND,UPPER_BOUND,WGTD_SAMPL_SIZE,OBS_FOOTNOTE,SERIES_FOOTNOTE,DATA_SOURCE,SOURCE_LINK,CUSTODIAN,Time period activity related to when the data are collected,REF_PERIOD,COVERAGE_TIME,Current age
Belgium,Out-of-school rate for children of primary school age (administrative data),Female,2019,0.46626,,%,,,,,,,,UIS,,,,,,Total
Belgium,Out-of-school rate for children of primary school age (administrative data),Male,2019,1.29645,,%,,,,,,,,UIS,,,,,,Total
Belgium,Out-of-school rate for children of primary school age (administrative data),Total,2019,0.89266,,%,,,,,,,,UIS,,,,,,Total
Belize,Out-of-school rate for children of primary school age (administrative data),Female,2014,1.64405,,%,,,,,,,,UIS,,,,,,Total
Belize,Out-of-school rate for children of primary school age (administrative data),Male,2014,0.52959,,%,,,,,,,,UIS,,,,,,Total
Belize,Out-of-school rate for children of primary school age (administrative data),Total,2020,0.15125,,%,,,,,,,,UIS,,,,,,Total
Benin,Out-of-school rate for children of primary school age (administrative data),Female,2020,9.6247,,%,,,,,,,,UIS,,,,,,Total
Benin,Out-of-school rate for children of primary school age (administrative data),Male,2020,3.90597,,%,,,,,,,,UIS,,,,,,Total
Benin,Out-of-school rate for children of primary school age (administrative data),Total,2020,6.72457,,%,,,,,,,,UIS,,,,,,Total
Bhutan,Out-of-school rate for children of primary school age (administrative data),Female,2020,2.20498,,%,,,,,,,,UIS,,,,,,Total
Bhutan,Out-of-school rate for children of primary school age (administrative data),Male,2020,5.05943,,%,,,,,,,,UIS,,,,,,Total
Bhutan,Out-of-school rate for children of primary school age (administrative data),Total,2020,3.65422,,%,,,,,,,,UIS,,,,,,Total
Bolivia (Plurinational State of),Out-of-school rate for children of primary school age (administrative data),Female,2020,4.69231,,%,,,,,,,,UIS,,,,,,Total
Bolivia (Plurinational State of),Out-of-school rate for children of primary school age (administrative data),Male,2020,5.0999,,%,,,,,,,,UIS,,,,,,Total
Bolivia (Plurinational State of),Out-of-school rate for children of primary school age (administrative data),Total,2020,4.9005,,%,,,,,,,,UIS,,,,,,Total
Bosnia and Herzegovina,Out-of-school rate for children of primary school age (administrative data),Female,2018,13.34897,,%,,,,,,,,UIS,,,,,,Total
Bosnia and Herzegovina,Out-of-school rate for children of primary school age (administrative data),Male,2018,13.2238,,%,,,,,,,,UIS,,,,,,Total
Bosnia and Herzegovina,Out-of-school rate for children of primary school age (administrative data),Total,2018,13.28474,,%,,,,,,,,UIS,,,,,,Total
Botswana,Out-of-school rate for children of primary school age (administrative data),Female,2017,8.08053,,%,,,,,,,,UIS,,,,,,Total
Botswana,Out-of-school rate for children of primary school age (administrative data),Male,2017,9.7893,,%,,,,,,,,UIS,,,,,,Total
Botswana,Out-of-school rate for children of primary school age (administrative data),Total,2017,8.94308,,%,,,,,,,,UIS,,,,,,Total
Brazil,Out-of-school rate for children of primary school age (administrative data),Female,2015,0.57631,,%,,,,,,,,UIS,,,,,,Total
Brazil,Out-of-school rate for children of primary school age (administrative data),Male,2015,0.8555,,%,,,,,,,,UIS,,,,,,Total
Brazil,Out-of-school rate for children of primary school age (administrative data),Total,2019,0.57306,,%,,,,,,,,UIS,,,,,,Total
British Virgin Islands,Out-of-school rate for children of primary school age (administrative data),Total,2018,1.94647,,%,,,,,,,,UIS,,,,,,Total
Brunei Darussalam,Out-of-school rate for children of primary school age (administrative data),Female,2020,1.52253,,%,,,,,,,,UIS,,,,,,Total
Brunei Darussalam,Out-of-school rate for children of primary school age (administrative data),Male,2020,1.8298,,%,,,,,,,,UIS,,,,,,Total
Brunei Darussalam,Out-of-school rate for children of primary school age (administrative data),Total,2020,1.68117,,%,,,,,,,,UIS,,,,,,Total
Bulgaria,Out-of-school rate for children of primary school age (administrative data),Female,2019,14.61375,,%,,,,,,,,UIS,,,,,,Total
Bulgaria,Out-of-school rate for children of primary school age (administrative data),Male,2019,14.60503,,%,,,,,,,,UIS,,,,,,Total
Bulgaria,Out-of-school rate for children of primary school age (administrative data),Total,2019,14.60927,,%,,,,,,,,UIS,,,,,,Total
Burkina Faso,Out-of-school rate for children of primary school age (administrative data),Female,2020,24.55493,,%,,,,,,,,UIS,,,,,,Total
Burkina Faso,Out-of-school rate for children of primary school age (administrative data),Male,2020,24.4555,,%,,,,,,,,UIS,,,,,,Total
Burkina Faso,Out-of-school rate for children of primary school age (administrative data),Total,2020,24.50434,,%,,,,,,,,UIS,,,,,,Total
Burundi,Out-of-school rate for children of primary school age (administrative data),Female,2021,8.42872,,%,,,,,,,,UIS,,,,,,Total
Burundi,Out-of-school rate for children of primary school age (administrative data),Male,2021,11.77477,,%,,,,,,,,UIS,,,,,,Total
Burundi,Out-of-school rate for children of primary school age (administrative data),Total,2021,10.11094,,%,,,,,,,,UIS,,,,,,Total
Cabo Verde,Out-of-school rate for children of primary school age (administrative data),Female,2019,8.22356,,%,,,,,,,,UIS,,,,,,Total
Cabo Verde,Out-of-school rate for children of primary school age (administrative data),Male,2019,7.2346,,%,,,,,,,,UIS,,,,,,Total
Cabo Verde,Out-of-school rate for children of primary school age (administrative data),Total,2019,7.72343,,%,,,,,,,,UIS,,,,,,Total
Cambodia,Out-of-school rate for children of primary school age (administrative data),Female,2020,11.07261,,%,,,,,,,,UIS,,,,,,Total
Cambodia,Out-of-school rate for children of primary school age (administrative data),Male,2020,10.63052,,%,,,,,,,,UIS,,,,,,Total
Cambodia,Out-of-school rate for children of primary school age (administrative data),Total,2020,10.84626,,%,,,,,,,,UIS,,,,,,Total
Cameroon,Out-of-school rate for children of primary school age (administrative data),Female,2019,12.72457,,%,,,,,,,,UIS,,,,,,Total
Cameroon,Out-of-school rate for children of primary school age (administrative data),Male,2019,4.00376,,%,,,,,,,,UIS,,,,,,Total
Cameroon,Out-of-school rate for children of primary school age (administrative data),Total,2019,8.32815,,%,,,,,,,,UIS,,,,,,Total
Canada,Out-of-school rate for children of primary school age (administrative data),Total,2019,0.27903,,%,,,,,,,,UIS,,,,,,Total
Chad,Out-of-school rate for children of primary school age (administrative data),Female,2019,35.04273,,%,,,,,,,,UIS,,,,,,Total
Chad,Out-of-school rate for children of primary school age (administrative data),Male,2019,17.30957,,%,,,,,,,,UIS,,,,,,Total
Chad,Out-of-school rate for children of primary school age (administrative data),Total,2019,26.15198,,%,,,,,,,,UIS,,,,,,Total
Chile,Out-of-school rate for children of primary school age (administrative data),Female,2019,0.87884,,%,,,,,,,,UIS,,,,,,Total
Chile,Out-of-school rate for children of primary school age (administrative data),Male,2019,0.0596,,%,,,,,,,,UIS,,,,,,Total
Chile,Out-of-school rate for children of primary school age (administrative data),Total,2019,0.46204,,%,,,,,,,,UIS,,,,,,Total
Colombia,Out-of-school rate for children of primary school age (administrative data),Female,2020,0.54,,%,,,,,,,,UIS,,,,,,Total
Colombia,Out-of-school rate for children of primary school age (administrative data),Male,2020,1.84815,,%,,,,,,,,UIS,,,,,,Total
Colombia,Out-of-school rate for children of primary school age (administrative data),Total,2020,1.20878,,%,,,,,,,,UIS,,,,,,Total
Comoros,Out-of-school rate for children of primary school age (administrative data),Female,2018,18.17248,,%,,,,,,,,UIS,,,,,,Total
Comoros,Out-of-school rate for children of primary school age (administrative data),Male,2018,18.13717,,%,,,,,,,,UIS,,,,,,Total
Comoros,Out-of-school rate for children of primary school age (administrative data),Total,2018,18.15451,,%,,,,,,,,UIS,,,,,,Total
Congo,Out-of-school rate for children of primary school age (administrative data),Female,2018,16.32869,,%,,,,,,,,UIS,,,,,,Total
Congo,Out-of-school rate for children of primary school age (administrative data),Male,2018,14.94113,,%,,,,,,,,UIS,,,,,,Total
Congo,Out-of-school rate for children of primary school age (administrative data),Total,2018,15.62949,,%,,,,,,,,UIS,,,,,,Total
Cook Islands,Out-of-school rate for children of primary school age (administrative data),Female,2014,2.33593,,%,,,,,,,,UIS,,,,,,Total
Cook Islands,Out-of-school rate for children of primary school age (administrative data),Male,2014,1.64474,,%,,,,,,,,UIS,,,,,,Total
Cook Islands,Out-of-school rate for children of primary school age (administrative data),Total,2016,0.79725,,%,,,,,,,,UIS,,,,,,Total
Costa Rica,Out-of-school rate for children of primary school age (administrative data),Female,2017,3.31332,,%,,,,,,,,UIS,,,,,,Total
Costa Rica,Out-of-school rate for children of primary school age (administrative data),Male,2017,3.18637,,%,,,,,,,,UIS,,,,,,Total
Costa Rica,Out-of-school rate for children of primary school age (administrative data),Total,2020,0.07377,,%,,,,,,,,UIS,,,,,,Total
Croatia,Out-of-school rate for children of primary school age (administrative data),Total,2019,2.18771,,%,,,,,,,,UIS,,,,,,Total
Cuba,Out-of-school rate for children of primary school age (administrative data),Female,2019,0.93172,,%,,,,,,,,UIS,,,,,,Total
Cuba,Out-of-school rate for children of primary school age (administrative data),Male,2019,0.63967,,%,,,,,,,,UIS,,,,,,Total
Cuba,Out-of-school rate for children of primary school age (administrative data),Total,2020,0.19751,,%,,,,,,,,UIS,,,,,,Total
Cyprus,Out-of-school rate for children of primary school age (administrative data),Female,2018,0.8185,,%,,,,,,,,UIS,,,,,,Total
Cyprus,Out-of-school rate for children of primary school age (administrative data),Male,2018,0.34225,,%,,,,,,,,UIS,,,,,,Total
Cyprus,Out-of-school rate for children of primary school age (administrative data),Total,2019,0.50737,,%,,,,,,,,UIS,,,,,,Total
Czechia,Out-of-school rate for children of primary school age (administrative data),Female,2019,0.49345,,%,,,,,,,,UIS,,,,,,Total
Czechia,Out-of-school rate for children of primary school age (administrative data),Male,2019,1.21121,,%,,,,,,,,UIS,,,,,,Total
Czechia,Out-of-school rate for children of primary school age (administrative data),Total,2019,0.86192,,%,,,,,,,,UIS,,,,,,Total
Côte d'Ivoire,Out-of-school rate for children of primary school age (administrative data),Female,2020,7.01395,,%,,,,,,,,UIS,,,,,,Total
Côte d'Ivoire,Out-of-school rate for children of primary school age (administrative data),Male,2020,0.28267,,%,,,,,,,,UIS,,,,,,Total
Côte d'Ivoire,Out-of-school rate for children of primary school age (administrative data),Total,2021,3.336088,,%,,,,,,,,UIS,,,,,,Total
Denmark,Out-of-school rate for children of primary school age (administrative data),Female,2019,0.42964,,%,,,,,,,,UIS,,,,,,Total
Denmark,Out-of-school rate for children of primary school age (administrative data),Male,2019,0.92461,,%,,,,,,,,UIS,,,,,,Total
Denmark,Out-of-school rate for children of primary school age (administrative data),Total,2019,0.68426,,%,,,,,,,,UIS,,,,,,Total
Djibouti,Out-of-school rate for children of primary school age (administrative data),Female,2021,36.09756,,%,,,,,,,,UIS,,,,,,Total
Djibouti,Out-of-school rate for children of primary school age (administrative data),Male,2021,31.00706,,%,,,,,,,,UIS,,,,,,Total
Djibouti,Out-of-school rate for children of primary school age (administrative data),Total,2021,33.48467,,%,,,,,,,,UIS,,,,,,Total
Dominica,Out-of-school rate for children of primary school age (administrative data),Female,2020,0.77415,,%,,,,,,,,UIS,,,,,,Total
Dominica,Out-of-school rate for children of primary school age (administrative data),Male,2020,1.00813,,%,,,,,,,,UIS,,,,,,Total
Dominica,Out-of-school rate for children of primary school age (administrative data),Total,2020,0.89315,,%,,,,,,,,UIS,,,,,,Total
Dominican Republic,Out-of-school rate for children of primary school age (administrative data),Female,2020,3.5809,,%,,,,,,,,UIS,,,,,,Total
Dominican Republic,Out-of-school rate for children of primary school age (administrative data),Male,2020,4.61963,,%,,,,,,,,UIS,,,,,,Total
Dominican Republic,Out-of-school rate for children of primary school age (administrative data),Total,2020,4.10988,,%,,,,,,,,UIS,,,,,,Total
East Asia and Pacific,Out-of-school rate for children of primary school age (administrative data),Female,2020,3.66056,,%,,,,,,,,UIS,,,,,,Total
East Asia and Pacific,Out-of-school rate for children of primary school age (administrative data),Male,2020,2.82741,,%,,,,,,,,UIS,,,,,,Total
East Asia and Pacific,Out-of-school rate for children of primary school age (administrative data),Total,2020,3.2218,,%,,,,,,,,UIS,,,,,,Total
Eastern Europe and Central Asia,Out-of-school rate for children of primary school age (administrative data),Female,2020,3.57304,,%,,,,,,,,UIS,,,,,,Total
Eastern Europe and Central Asia,Out-of-school rate for children of primary school age (administrative data),Male,2020,3.74566,,%,,,,,,,,UIS,,,,,,Total
Eastern Europe and Central Asia,Out-of-school rate for children of primary school age (administrative data),Total,2020,3.66174,,%,,,,,,,,UIS,,,,,,Total
Eastern and Southern Africa,Out-of-school rate for children of primary school age (administrative data),Female,2020,17.60585,,%,,,,,,,,UIS,,,,,,Total
Eastern and Southern Africa,Out-of-school rate for children of primary school age (administrative data),Male,2020,15.52612,,%,,,,,,,,UIS,,,,,,Total
Eastern and Southern Africa,Out-of-school rate for children of primary school age (administrative data),Total,2020,16.55695,,%,,,,,,,,UIS,,,,,,Total
Ecuador,Out-of-school rate for children of primary school age (administrative data),Total,2020,1.37986,,%,,,,,,,,UIS,,,,,,Total
Egypt,Out-of-school rate for children of primary school age (administrative data),Total,2019,0.72737,,%,,,,,,,,UIS,,,,,,Total
El Salvador,Out-of-school rate for children of primary school age (administrative data),Female,2014,6.6392,,%,,,,,,,,UIS,,,,,,Total
El Salvador,Out-of-school rate for children of primary school age (administrative data),Male,2014,7.03497,,%,,,,,,,,UIS,,,,,,Total
El Salvador,Out-of-school rate for children of primary school age (administrative data),Total,2014,6.84121,,%,,,,,,,,UIS,,,,,,Total
Equatorial Guinea,Out-of-school rate for children of primary school age (administrative data),Female,2015,54.81445,,%,,,,,,,,UIS,,,,,,Total
Equatorial Guinea,Out-of-school rate for children of primary school age (administrative data),Male,2015,55.7771,,%,,,,,,,,UIS,,,,,,Total
Equatorial Guinea,Out-of-school rate for children of primary school age (administrative data),Total,2015,55.30304,,%,,,,,,,,UIS,,,,,,Total
Eritrea,Out-of-school rate for children of primary school age (administrative data),Female,2018,49.80647,,%,,,,,,,,UIS,,,,,,Total
Eritrea,Out-of-school rate for children of primary school age (administrative data),Male,2018,44.99245,,%,,,,,,,,UIS,,,,,,Total
Eritrea,Out-of-school rate for children of primary school age (administrative data),Total,2018,47.34818,,%,,,,,,,,UIS,,,,,,Total
Estonia,Out-of-school rate for children of primary school age (administrative data),Female,2019,2.10882,,%,,,,,,,,UIS,,,,,,Total
Estonia,Out-of-school rate for children of primary school age (administrative data),Male,2019,2.85387,,%,,,,,,,,UIS,,,,,,Total
Estonia,Out-of-school rate for children of primary school age (administrative data),Total,2019,2.49251,,%,,,,,,,,UIS,,,,,,Total
Eswatini,Out-of-school rate for children of primary school age (administrative data),Female,2019,15.9,,%,,,,,,,,UIS,,,,,,Total
Eswatini,Out-of-school rate for children of primary school age (administrative data),Male,2019,14.56613,,%,,,,,,,,UIS,,,,,,Total
Eswatini,Out-of-school rate for children of primary school age (administrative data),Total,2019,15.22935,,%,,,,,,,,UIS,,,,,,Total
Ethiopia,Out-of-school rate for children of primary school age (administrative data),Female,2020,16.84797,,%,,,,,,,,UIS,,,,,,Total
Ethiopia,Out-of-school rate for children of primary school age (administrative data),Male,2020,8.82833,,%,,,,,,,,UIS,,,,,,Total
Ethiopia,Out-of-school rate for children of primary school age (administrative data),Total,2020,12.79203,,%,,,,,,,,UIS,,,,,,Total
Europe and Central Asia,Out-of-school rate for children of primary school age (administrative data),Female,2020,2.27586,,%,,,,,,,,UIS,,,,,,Total
Europe and Central Asia,Out-of-school rate for children of primary school age (administrative data),Male,2020,2.47461,,%,,,,,,,,UIS,,,,,,Total
Europe and Central Asia,Out-of-school rate for children of primary school age (administrative data),Total,2020,2.37793,,%,,,,,,,,UIS,,,,,,Total
Fiji,Out-of-school rate for children of primary school age (administrative data),Female,2015,1.2056,,%,,,,,,,,UIS,,,,,,Total
Fiji,Out-of-school rate for children of primary school age (administrative data),Male,2015,0.57764,,%,,,,,,,,UIS,,,,,,Total
Fiji,Out-of-school rate for children of primary school age (administrative data),Total,2020,1.17826,,%,,,,,,,,UIS,,,,,,Total
Finland,Out-of-school rate for children of primary school age (administrative data),Female,2019,1.55299,,%,,,,,,,,UIS,,,,,,Total
Finland,Out-of-school rate for children of primary school age (administrative data),Male,2019,2.18141,,%,,,,,,,,UIS,,,,,,Total
Finland,Out-of-school rate for children of primary school age (administrative data),Total,2019,1.87418,,%,,,,,,,,UIS,,,,,,Total
France,Out-of-school rate for children of primary school age (administrative data),Female,2016,0.02556,,%,,,,,,,,UIS,,,,,,Total
France,Out-of-school rate for children of primary school age (administrative data),Male,2016,0.30242,,%,,,,,,,,UIS,,,,,,Total
France,Out-of-school rate for children of primary school age (administrative data),Total,2019,0.0054,,%,,,,,,,,UIS,,,,,,Total
Gabon,Out-of-school rate for children of primary school age (administrative data),Female,2019,22.84137,,%,,,,,,,,UIS,,,,,,Total
Gabon,Out-of-school rate for children of primary school age (administrative data),Male,2019,23.74649,,%,,,,,,,,UIS,,,,,,Total
Gabon,Out-of-school rate for children of primary school age (administrative data),Total,2019,23.2981,,%,,,,,,,,UIS,,,,,,Total
Gambia,Out-of-school rate for children of primary school age (administrative data),Female,2021,8.11258,,%,,,,,,,,UIS,,,,,,Total
Gambia,Out-of-school rate for children of primary school age (administrative data),Male,2021,19.05032,,%,,,,,,,,UIS,,,,,,Total
Gambia,Out-of-school rate for children of primary school age (administrative data),Total,2021,13.6324,,%,,,,,,,,UIS,,,,,,Total
Georgia,Out-of-school rate for children of primary school age (administrative data),Female,2020,0.07433,,%,,,,,,,,UIS,,,,,,Total
Georgia,Out-of-school rate for children of primary school age (administrative data),Male,2020,1.12433,,%,,,,,,,,UIS,,,,,,Total
Georgia,Out-of-school rate for children of primary school age (administrative data),Total,2020,0.62309,,%,,,,,,,,UIS,,,,,,Total
Germany,Out-of-school rate for children of primary school age (administrative data),Female,2019,0.3035,,%,,,,,,,,UIS,,,,,,Total
Germany,Out-of-school rate for children of primary school age (administrative data),Male,2019,1.62742,,%,,,,,,,,UIS,,,,,,Total
Germany,Out-of-school rate for children of primary school age (administrative data),Total,2019,0.98669,,%,,,,,,,,UIS,,,,,,Total
Ghana,Out-of-school rate for children of primary school age (administrative data),Female,2020,5.07016,,%,,,,,,,,UIS,,,,,,Total
Ghana,Out-of-school rate for children of primary school age (administrative data),Male,2020,6.86001,,%,,,,,,,,UIS,,,,,,Total
Ghana,Out-of-school rate for children of primary school age (administrative data),Total,2020,5.9837,,%,,,,,,,,UIS,,,,,,Total
Greece,Out-of-school rate for children of primary school age (administrative data),Female,2019,0.61721,,%,,,,,,,,UIS,,,,,,Total
Greece,Out-of-school rate for children of primary school age (administrative data),Male,2019,1.15124,,%,,,,,,,,UIS,,,,,,Total
Greece,Out-of-school rate for children of primary school age (administrative data),Total,2019,0.89269,,%,,,,,,,,UIS,,,,,,Total
Grenada,Out-of-school rate for children of primary school age (administrative data),Female,2016,2.82159,,%,,,,,,,,UIS,,,,,,Total
Grenada,Out-of-school rate for children of primary school age (administrative data),Male,2016,3.80146,,%,,,,,,,,UIS,,,,,,Total
Grenada,Out-of-school rate for children of primary school age (administrative data),Total,2018,0.76442,,%,,,,,,,,UIS,,,,,,Total
Guatemala,Out-of-school rate for children of primary school age (administrative data),Female,2020,10.02081,,%,,,,,,,,UIS,,,,,,Total
Guatemala,Out-of-school rate for children of primary school age (administrative data),Male,2020,11.06562,,%,,,,,,,,UIS,,,,,,Total
Guatemala,Out-of-school rate for children of primary school age (administrative data),Total,2020,10.55454,,%,,,,,,,,UIS,,,,,,Total
Guinea,Out-of-school rate for children of primary school age (administrative data),Female,2020,21.34023,,%,,,,,,,,UIS,,,,,,Total
Guinea,Out-of-school rate for children of primary school age (administrative data),Male,2020,7.67858,,%,,,,,,,,UIS,,,,,,Total
Guinea,Out-of-school rate for children of primary school age (administrative data),Total,2020,14.46402,,%,,,,,,,,UIS,,,,,,Total
Holy See,Out-of-school rate for children of primary school age (administrative data),Female,2022,0,,%,,,,,,,,UIS,,,,,,Total
Holy See,Out-of-school rate for children of primary school age (administrative data),Male,2022,0,,%,,,,,,,,UIS,,,,,,Total
Holy See,Out-of-school rate for children of primary school age (administrative data),Total,2022,0,,%,,,,,,,,UIS,,,,,,Total
Honduras,Out-of-school rate for children of primary school age (administrative data),Female,2018,14.86876,,%,,,,,,,,UIS,,,,,,Total
Honduras,Out-of-school rate for children of primary school age (administrative data),Male,2018,16.49416,,%,,,,,,,,UIS,,,,,,Total
Honduras,Out-of-school rate for children of primary school age (administrative data),Total,2018,15.69807,,%,,,,,,,,UIS,,,,,,Total
Hungary,Out-of-school rate for children of primary school age (administrative data),Female,2019,5.67648,,%,,,,,,,,UIS,,,,,,Total
Hungary,Out-of-school rate for children of primary school age (administrative data),Male,2019,5.26811,,%,,,,,,,,UIS,,,,,,Total
Hungary,Out-of-school rate for children of primary school age (administrative data),Total,2019,5.46731,,%,,,,,,,,UIS,,,,,,Total
Iceland,Out-of-school rate for children of primary school age (administrative data),Female,2016,0.54309,,%,,,,,,,,UIS,,,,,,Total
Iceland,Out-of-school rate for children of primary school age (administrative data),Male,2016,0.37367,,%,,,,,,,,UIS,,,,,,Total
Iceland,Out-of-school rate for children of primary school age (administrative data),Total,2019,0.20488,,%,,,,,,,,UIS,,,,,,Total
India,Out-of-school rate for children of primary school age (administrative data),Female,2020,4.20897,,%,,,,,,,,UIS,,,,,,Total
India,Out-of-school rate for children of primary school age (administrative data),Male,2020,6.42847,,%,,,,,,,,UIS,,,,,,Total
India,Out-of-school rate for children of primary school age (administrative data),Total,2020,5.37329,,%,,,,,,,,UIS,,,,,,Total
Indonesia,Out-of-school rate for children of primary school age (administrative data),Female,2018,7.98367,,%,,,,,,,,UIS,,,,,,Total
Indonesia,Out-of-school rate for children of primary school age (administrative data),Male,2018,3.39134,,%,,,,,,,,UIS,,,,,,Total
Indonesia,Out-of-school rate for children of primary school age (administrative data),Total,2018,5.62332,,%,,,,,,,,UIS,,,,,,Total
Iran (Islamic Republic of),Out-of-school rate for children of primary school age (administrative data),Total,2020,0.14107,,%,,,,,,,,UIS,,,,,,Total
Ireland,Out-of-school rate for children of primary school age (administrative data),Total,2019,0.13723,,%,,,,,,,,UIS,,,,,,Total
Israel,Out-of-school rate for children of primary school age (administrative data),Total,2019,0.49926,,%,,,,,,,,UIS,,,,,,Total
Italy,Out-of-school rate for children of primary school age (administrative data),Female,2019,3.65387,,%,,,,,,,,UIS,,,,,,Total
Italy,Out-of-school rate for children of primary school age (administrative data),Male,2019,3.35267,,%,,,,,,,,UIS,,,,,,Total
Italy,Out-of-school rate for children of primary school age (administrative data),Total,2019,3.49892,,%,,,,,,,,UIS,,,,,,Total
Jamaica,Out-of-school rate for children of primary school age (administrative data),Female,2019,29.01788,,%,,,,,,,,UIS,,,,,,Total
Jamaica,Out-of-school rate for children of primary school age (administrative data),Male,2019,37.44215,,%,,,,,,,,UIS,,,,,,Total
Jamaica,Out-of-school rate for children of primary school age (administrative data),Total,2019,33.29653,,%,,,,,,,,UIS,,,,,,Total
Jordan,Out-of-school rate for children of primary school age (administrative data),Female,2020,20.57892,,%,,,,,,,,UIS,,,,,,Total
Jordan,Out-of-school rate for children of primary school age (administrative data),Male,2020,19.60525,,%,,,,,,,,UIS,,,,,,Total
Jordan,Out-of-school rate for children of primary school age (administrative data),Total,2020,20.08473,,%,,,,,,,,UIS,,,,,,Total
Kazakhstan,Out-of-school rate for children of primary school age (administrative data),Female,2020,9.30243,,%,,,,,,,,UIS,,,,,,Total
Kazakhstan,Out-of-school rate for children of primary school age (administrative data),Male,2020,9.90636,,%,,,,,,,,UIS,,,,,,Total
Kazakhstan,Out-of-school rate for children of primary school age (administrative data),Total,2020,9.61296,,%,,,,,,,,UIS,,,,,,Total
Kiribati,Out-of-school rate for children of primary school age (administrative data),Total,2020,3.2543,,%,,,,,,,,UIS,,,,,,Total
Kuwait,Out-of-school rate for children of primary school age (administrative data),Female,2016,0.88499,,%,,,,,,,,UIS,,,,,,Total
